9.239154	21.233846	vorbitor_0
24.313564	32.985402	vorbitor_0_1
36.389301	41.900376	vorbitor_0_2
63.093699	85.867405	vorbitor_1
86.556289	101.549654	vorbitor_2
100.658156	119.298555	vorbitor_3
118.569149	125.782173	vorbitor_2_1
125.944263	148.799014	vorbitor_4
147.826471	161.340760	vorbitor_5
160.550570	165.413282	vorbitor_6
164.764921	176.273341	vorbitor_2_1
176.435432	186.971309	vorbitor_1_2
187.781762	222.469113	vorbitor_2_2
221.577616	234.625895	vorbitor_1_3
234.220669	279.930170	vorbitor_3
279.119718	294.032038	vorbitor_1_4
293.302631	313.341060	vorbitor_2_3
312.186166	330.664474	vorbitor_4
329.691932	348.980693	vorbitor_2_4
348.008150	369.728268	vorbitor_5
368.593635	388.368667	vorbitor_2_5
387.234034	421.759295	vorbitor_6
420.138391	426.540963	vorbitor_2_6
425.649466	443.398368	vorbitor_6_1
442.668961	447.855854	vorbitor_2_7
447.369583	461.309360	vorbitor_1_4
461.066224	495.976450	vorbitor_2_8
496.239847	500.494721	vorbitor_1_5
502.419545	515.832528	vorbitor_1_6
521.485432	532.872284	vorbitor_1_7
